Навзание проекта,Клиент,Менеджер,Отсрочка,Статья ОПиУ,Статья ДДС,Начислено с НДС,Наличие НДС,Сумма НДС,Начислено без НДС,"ИТОГО, реализация за минуоом штрафа",Оплачено аванс 1,Дата аванса,Оплачено аванс 2,Дата аванса,"УДЕРЖАНИЯ, штрафы",Окончательный расчет,Дата окончательного расчета,Осталось получить по проекту,Дата начала работ,Дата окончания проекта,Дата планового окончания проекта,месяц планового окончания работ,Дата планового поступления ДС,месяц планвого поступления  ДС,Месяц окончания проекта,Год окончания проекта,Продолжительность проекта,ДАТА УПД,Дата выставления акта,Месяц выставления акта,Дата подписания акта,№ Акта,статус акта,Срок подписание акта по п 4.6,,Регион,Статус оплаты,Оплачено,Источник
ЖК Рыбацкое,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"572 356,11",5%,"27 255,05","545 101,06","572 356,11",,,,,,,,"572 356,11",20.04.2026,01.05.2026,01.05.2026,5,,,5,2026,11,,, ,,110,отказ,09.01.1900,,Санкт-Петербург,Не оплачено,"0,00",Uchet_sdelok:15
ЖК Рыбацкое,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"395 012,88",5%,"18 810,14","376 202,74","395 012,88",,,,,,,,"395 012,88",20.04.2026,01.05.2026,01.05.2026,5,,,5,2026,11,,, ,,109,отказ,,,Санкт-Петербург,Не оплачено,"0,00",Uchet_sdelok:16
ЖК Рыбацкое,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"347 042,23",5%,"16 525,82","330 516,41","347 042,23",,,,,,,,"347 042,23",20.04.2026,01.05.2026,01.05.2026,5,18.06.2026,6,5,2026,11,30.04.2026,11.05.2026,5,18.05.2026,108,подписан,,,Санкт-Петербург,Не оплачено,"0,00",Uchet_sdelok:17
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"351 013,43",5%,"16 714,93","334 298,50","351 013,43",,,,,,,,"351 013,43",20.04.2026,19.05.2026,19.05.2026,5,18.06.2026,6,5,2026,29,19.05.2026,03.06.2026,6,,упд 119,на подписи,,,Санкт-Петербург,Не оплачено,"0,00",Uchet_sdelok:25
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"487 792,21",5%,"23 228,20","464 564,01","487 792,21",,,,,,,,"487 792,21",20.04.2026,19.05.2026,19.05.2026,5,18.06.2026,6,5,2026,29,19.05.2026,03.06.2026,6,,упд 116,на подписи,,,Санкт-Петербург,Не оплачено,"0,00",Uchet_sdelok:26
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ДУ),Поступление Клининг (ДУ),"594 044,50",5%,"28 287,83","565 756,67","594 044,50",,,,,,,,"594 044,50",20.04.2026,19.05.2026,19.05.2026,5,18.06.2026,6,5,2026,29,19.05.2026,03.06.2026,6,,упд 117,на подписи,,,Санкт-Петербург,Не оплачено,"0,00",Uchet_sdelok:28
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ДУ),Поступление Клининг (ДУ),"92 116,68",5%,"4 386,51","87 730,17","92 116,68",,,,,,,,"92 116,68",06.05.2026,19.05.2026,19.05.2026,5,18.06.2026,6,5,2026,13,19.05.2026,03.06.2026,6,,упд 118,на подписи,,,Санкт-Петербург,Не оплачено,"0,00",Uchet_sdelok:29
ЖК Таллинксий парк (СПБ),ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"853 047,00",5%,"40 621,29","812 425,71","853 047,00",,,,,,,,"853 047,00",15.04.2026,30.04.2026,30.04.2026,4,14.06.2026,6,4,2026,15,30.04.2026,04.05.2026,5,,упд 112,подписан,,,Санкт-Петербург,Не оплачено,"0,00",Uchet_sdelok:30
ЖК Милый дом,"ООО УК ""БАЗА""",,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"87248,14",5%,"4 154,67","83 093,47","87 248,14",,,,,,,,"87 248,14",24.04.2026,30.04.2026,30.04.2026,4,14.06.2026,6,4,2026,6,30.04.2026,03.06.2026,6,,упд 128,на подписи,,,Екатеринбург,Не оплачено,"0,00",Uchet_sdelok:31
ЖК Нокса Парк,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"529 606,78",5%,"25 219,37","504 387,41","529 606,78",,,,,,,,"529 606,78",01.04.2026,30.04.2026,30.04.2026,4,14.06.2026,6,4,2026,29,30.04.2026,12.05.2026,5,,упд 103,на подписи,,,Екатеринбург,Не оплачено,"0,00",Uchet_sdelok:32
ЖК Космонавтов 11,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"1 732 090,24",5%,"82 480,49","1 649 609,75","1 732 090,24",,,,,,,,"1 732 090,24",01.05.2026,31.05.2026,31.05.2026,5,15.07.2026,7,5,2026,30,31.05.2026,03.06.2026,6,,упд 120,на подписи,,,Екатеринбург,Не оплачено,"0,00",Uchet_sdelok:33
ЖК Исеть Парк,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"749 636,00",5%,"35 696,95","713 939,05","749 636,00",,,,,,,,"749 636,00",01.05.2026,31.05.2026,31.05.2026,5,15.07.2026,7,5,2026,30,01.06.2026,03.06.2026,6,,упд 120,на подписи,,,Екатеринбург,Не оплачено,"0,00",Uchet_sdelok:34
ЖК Нокса Парк,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"529 606,70",5%,"25 219,37","504 387,33","529 606,70",,,,,,,,"529 606,70",01.05.2026,31.05.2026,31.05.2026,5,15.07.2026,7,5,2026,30,31.05.2026,03.06.2026,6,,упд 121,на подписи,,,Екатеринбург,Не оплачено,"0,00",Uchet_sdelok:36
ЖК Таллинксий парк (СПБ),ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"1 599 464,23",5%,"76 164,96","1 523 299,27","1 599 464,23",,,,,,,,"1 599 464,23",01.05.2026,31.05.2026,31.05.2026,5,30.06.2026,6,5,2026,30,31.05.2026,03.06.2026,6,, упд 123,на подписи,,,Санкт-Петербург,Не оплачено,"0,00",Uchet_sdelok:37
ЖК Твоя привилегия,​ ООО АПРИ КОМФОРТ ЕКАТЕРИНБУРГ ,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"897 679,06",5%,"42 746,62","854 932,44","897 679,06",,,,,,,,"897 679,06",01.05.2026,31.05.2026,31.05.2026,5,15.07.2026,7,5,2026,30,31.05.2026,03.06.2026,6,,упд 124,на подписи,,,Екатеринбург,Не оплачено,"0,00",Uchet_sdelok:38
ЖК River Парк,"ООО УК ""БАЗА""",,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"194 910,94",5%,"9 281,47","185 629,47","194 910,94",,,,,,,,"194 910,94",23.05.2026,31.05.2026,31.05.2026,5,15.07.2026,7,5,2026,8,31.05.2026,03.06.2026,6,,упд 127,на подписи,,,Казань,Не оплачено,"0,00",Uchet_sdelok:39
ЖК River Парк,"ООО УК ""БАЗА-ЮГ""",,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"50 806,45",5%,"2 419,35","48 387,10","50 806,45",,,,,,,,"50 806,45",23.05.2026,31.05.2026,31.05.2026,5,15.07.2026,7,5,2026,8,31.05.2026,03.06.2026,6,,упд 126,на подписи,,,Казань,Не оплачено,"0,00",Uchet_sdelok:40
ЖК Милый дом,"ООО УК ""БАЗА""",,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"373 920,60",5%,"17 805,74","356 114,86","373 920,60",,,,,,,,"373 920,60",01.05.2026,31.05.2026,31.05.2026,5,15.07.2026,7,5,2026,30,31.05.2026,03.06.2026,6,,упд 125,на подписи,,,Екатеринбург,Не оплачено,"0,00",Uchet_sdelok:41
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"412 706,09",5%,"19 652,67","393 053,42","412 706,09",,,,,,,,"412 706,09",20.05.2026,19.06.2026,19.06.2026,6,19.07.2026,7,6,2026,30,,, ,,,,,,Санкт-Петербург,Не оплачено,"0,00",Uchet_sdelok:49
ЖК Космонавтов 11,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"1 732 090,24",5%,"82 480,49","1 649 609,75","1 732 090,24",,,,,,,,"1 732 090,24",01.06.2026,30.06.2026,30.06.2026,6,14.08.2026,8,6,2026,29,,,#VALUE!,,,,,,Екатеринбург,Не оплачено,"0,00",Uchet_sdelok:50
ЖК Исеть Парк,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"749 636,00",5%,"35 696,95","713 939,05","749 636,00",,,,,,,,"749 636,00",01.06.2026,30.06.2026,30.06.2026,6,14.08.2026,8,6,2026,29,,,#VALUE!,,,,,,Екатеринбург,Не оплачено,"0,00",Uchet_sdelok:51
ЖК Нокса Парк,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"529 606,70",5%,"25 219,37","504 387,33","529 606,70",,,,,,,,"529 606,70",01.06.2026,30.06.2026,30.06.2026,6,14.08.2026,8,6,2026,29,,, ,,,,,,Екатеринбург,Не оплачено,"0,00",Uchet_sdelok:53
ЖК Таллинксий парк (СПБ),ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"1 599 464,23",5%,"76 164,96","1 523 299,27","1 599 464,23",,,,,,,,"1 599 464,23",01.06.2026,30.06.2026,30.06.2026,6,30.07.2026,7,6,2026,29,,, ,,,,,,Санкт-Петербург,Не оплачено,"0,00",Uchet_sdelok:54
ЖК Твоя привилегия,​ ООО АПРИ КОМФОРТ ЕКАТЕРИНБУРГ ,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"897 679,06",5%,"42 746,62","854 932,44","897 679,06",,,,,,,,"897 679,06",01.06.2026,30.06.2026,30.06.2026,6,14.08.2026,8,6,2026,29,,, ,,,,,,Екатеринбург,Не оплачено,"0,00",Uchet_sdelok:55
ЖК Милый дом,"ООО УК ""БАЗА""",,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"373 920,60",5%,"17 805,74","356 114,86","373 920,60",,,,,,,,"373 920,60",01.06.2026,30.06.2026,30.06.2026,6,14.08.2026,8,6,2026,29,,,,,,,,,Екатеринбург,Не оплачено,"0,00",Uchet_sdelok:56
ЖК River Парк,"ООО УК ""БАЗА-ЮГ""",,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"175 000,00",5%,"8 333,33","166 666,67","175 000,00",,,,,,,,"175 000,00",01.06.2026,30.06.2026,30.06.2026,6,14.08.2026,8,6,2026,29,,,,,,,,,Казань,Не оплачено,"0,00",Uchet_sdelok:57
ЖК River Парк,"ООО УК ""БАЗА""",,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"671 360,00",5%,"31 969,52","639 390,48","671 360,00",,,,,,,,"671 360,00",01.06.2026,30.06.2026,30.06.2026,6,14.08.2026,8,6,2026,29,,,,,,,,,Казань,Не оплачено,"0,00",Uchet_sdelok:58
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"407 255,33",5%,"19 393,11","387 862,22","407 255,33",,,,,,,,"407 255,33",20.05.2026,19.06.2026,19.06.2026,6,19.07.2026,7,6,2026,30,,, ,,,,,,Санкт-Петербург,Не оплачено,"0,00",Uchet_sdelok:66
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ДУ),Поступление Клининг (ДУ),"578 745,61",5%,"27 559,31","551 186,30","578 745,61",,,,,,,,"578 745,61",20.05.2026,19.06.2026,19.06.2026,6,19.07.2026,7,6,2026,30,,, ,,,,,,Санкт-Петербург,Не оплачено,"0,00",Uchet_sdelok:68
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ДУ),Поступление Клининг (ДУ),"299 825,59",5%,"14 277,41","285 548,18","299 825,59",,,,,,,,"299 825,59",20.05.2026,19.06.2026,19.06.2026,6,19.07.2026,7,6,2026,30,,, ,,,,,,Санкт-Петербург,Не оплачено,"0,00",Uchet_sdelok:69
ЖК Космонавтов 11,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"1 732 090,24",5%,"82 480,49","1 649 609,75","1 732 090,24",,,,,,,,"1 732 090,24",01.07.2026,31.07.2026,31.07.2026,7,14.09.2026,9,7,2026,30,,,#VALUE!,,,,,,Екатеринбург,Не оплачено,"0,00",Uchet_sdelok:70
ЖК Исеть Парк,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"749 636,00",5%,"35 696,95","713 939,05","749 636,00",,,,,,,,"749 636,00",01.07.2026,31.07.2026,31.07.2026,7,14.09.2026,9,7,2026,30,,,#VALUE!,,,,,,Екатеринбург,Не оплачено,"0,00",Uchet_sdelok:71
ЖК Нокса Парк,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"529 606,70",5%,"25 219,37","504 387,33","529 606,70",,,,,,,,"529 606,70",01.07.2026,31.07.2026,31.07.2026,7,14.09.2026,9,7,2026,30,,, ,,,,,,Екатеринбург,Не оплачено,"0,00",Uchet_sdelok:73
ЖК Таллинксий парк (СПБ),ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"1 599 464,23",5%,"76 164,96","1 523 299,27","1 599 464,23",,,,,,,,"1 599 464,23",01.07.2026,31.07.2026,31.07.2026,7,30.08.2026,8,7,2026,30,,, ,,,,,,Санкт-Петербург,Не оплачено,"0,00",Uchet_sdelok:74
ЖК Твоя привилегия,​ ООО АПРИ КОМФОРТ ЕКАТЕРИНБУРГ ,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"897 679,06",5%,"42 746,62","854 932,44","897 679,06",,,,,,,,"897 679,06",01.07.2026,31.07.2026,31.07.2026,7,14.09.2026,9,7,2026,30,,, ,,,,,,Екатеринбург,Не оплачено,"0,00",Uchet_sdelok:75
ЖК Милый дом,"ООО УК ""БАЗА""",,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"373 920,60",5%,"17 805,74","356 114,86","373 920,60",,,,,,,,"373 920,60",01.07.2026,31.07.2026,31.07.2026,7,14.09.2026,9,7,2026,30,,,,,,,,,Екатеринбург,Не оплачено,"0,00",Uchet_sdelok:76
ЖК River Парк,"ООО УК ""БАЗА-ЮГ""",,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"175 000,00",5%,"8 333,33","166 666,67","175 000,00",,,,,,,,"175 000,00",01.07.2026,31.07.2026,31.07.2026,7,14.09.2026,9,7,2026,30,,,,,,,,,Казань,Не оплачено,"0,00",Uchet_sdelok:77
ЖК River Парк,"ООО УК ""БАЗА""",,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"671 360,00",5%,"31 969,52","639 390,48","671 360,00",,,,,,,,"671 360,00",01.07.2026,31.07.2026,31.07.2026,7,14.09.2026,9,7,2026,30,,,,,,,,,Казань,Не оплачено,"0,00",Uchet_sdelok:78
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"412 706,09",5%,"19 652,67","393 053,42","412 706,09",,,,,,,,"412 706,09",20.06.2026,19.07.2026,19.07.2026,7,18.08.2026,8,7,2026,29,,, ,,,,,,Санкт-Петербург,Не оплачено,"0,00",Uchet_sdelok:86
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"407 255,33",5%,"19 393,11","387 862,22","407 255,33",,,,,,,,"407 255,33",20.06.2026,19.07.2026,19.07.2026,7,18.08.2026,8,7,2026,29,,, ,,,,,,Санкт-Петербург,Не оплачено,"0,00",Uchet_sdelok:87
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ДУ),Поступление Клининг (ДУ),"578 745,61",5%,"27 559,31","551 186,30","578 745,61",,,,,,,,"578 745,61",20.06.2026,19.07.2026,19.07.2026,7,18.08.2026,8,7,2026,29,,, ,,,,,,Санкт-Петербург,Не оплачено,"0,00",Uchet_sdelok:89
ЖК Космонавтов 11,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"1 732 090,24",5%,"82 480,49","1 649 609,75","1 732 090,24",,,,,,,,"1 732 090,24",01.08.2026,31.08.2026,31.08.2026,8,15.10.2026,10,8,2026,30,,,#VALUE!,,,,,,Екатеринбург,Не оплачено,"0,00",Uchet_sdelok:90
ЖК Исеть Парк,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"749 636,00",5%,"35 696,95","713 939,05","749 636,00",,,,,,,,"749 636,00",01.08.2026,31.08.2026,31.08.2026,8,15.10.2026,10,8,2026,30,,,#VALUE!,,,,,,Екатеринбург,Не оплачено,"0,00",Uchet_sdelok:91
ЖК Нокса Парк,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"529 606,70",5%,"25 219,37","504 387,33","529 606,70",,,,,,,,"529 606,70",01.08.2026,31.08.2026,31.08.2026,8,15.10.2026,10,8,2026,30,,, ,,,,,,Екатеринбург,Не оплачено,"0,00",Uchet_sdelok:93
ЖК Таллинксий парк (СПБ),ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"1 599 464,23",5%,"76 164,96","1 523 299,27","1 599 464,23",,,,,,,,"1 599 464,23",01.08.2026,31.08.2026,31.08.2026,8,30.09.2026,9,8,2026,30,,, ,,,,,,Санкт-Петербург,Не оплачено,"0,00",Uchet_sdelok:94
ЖК Твоя привилегия,​ ООО АПРИ КОМФОРТ ЕКАТЕРИНБУРГ ,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"897 679,06",5%,"42 746,62","854 932,44","897 679,06",,,,,,,,"897 679,06",01.08.2026,31.08.2026,31.08.2026,8,15.10.2026,10,8,2026,30,,, ,,,,,,Екатеринбург,Не оплачено,"0,00",Uchet_sdelok:95
ЖК Милый дом,"ООО УК ""БАЗА""",,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"373 920,60",5%,"17 805,74","356 114,86","373 920,60",,,,,,,,"373 920,60",01.08.2026,31.08.2026,31.08.2026,8,15.10.2026,10,8,2026,30,,,,,,,,,Екатеринбург,Не оплачено,"0,00",Uchet_sdelok:96
ЖК River Парк,"ООО УК ""БАЗА-ЮГ""",,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"175 000,00",5%,"8 333,33","166 666,67","175 000,00",,,,,,,,"175 000,00",01.08.2026,31.08.2026,31.08.2026,8,15.10.2026,10,8,2026,30,,,,,,,,,Казань,Не оплачено,"0,00",Uchet_sdelok:97
ЖК River Парк,"ООО УК ""БАЗА""",,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"671 360,00",5%,"31 969,52","639 390,48","671 360,00",,,,,,,,"671 360,00",01.08.2026,31.08.2026,31.08.2026,8,15.10.2026,10,8,2026,30,,,,,,,,,Казань,Не оплачено,"0,00",Uchet_sdelok:98
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ДУ),Поступление Клининг (ДУ),"299 825,59",5%,"14 277,41","285 548,18","299 825,59",,,,,,,,"299 825,59",20.06.2026,19.07.2026,19.07.2026,7,18.08.2026,8,7,2026,29,,, ,,,,,,Санкт-Петербург,Не оплачено,"0,00",Uchet_sdelok:106
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"412 706,09",5%,"19 652,67","393 053,42","412 706,09",,,,,,,,"412 706,09",20.07.2026,19.08.2026,19.08.2026,8,18.09.2026,9,8,2026,30,,, ,,,,,,Санкт-Петербург,Не оплачено,"0,00",Uchet_sdelok:107
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"407 255,33",5%,"19 393,11","387 862,22","407 255,33",,,,,,,,"407 255,33",20.07.2026,19.08.2026,19.08.2026,8,18.09.2026,9,8,2026,30,,, ,,,,,,Санкт-Петербург,Не оплачено,"0,00",Uchet_sdelok:108
ЖК Космонавтов 11,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"1 732 090,24",5%,"82 480,49","1 649 609,75","1 732 090,24",,,,,,,,"1 732 090,24",01.09.2026,30.09.2026,30.09.2026,9,14.11.2026,11,9,2026,29,,,#VALUE!,,,,,,Екатеринбург,Не оплачено,"0,00",Uchet_sdelok:110
ЖК Исеть Парк,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"749 636,00",5%,"35 696,95","713 939,05","749 636,00",,,,,,,,"749 636,00",01.09.2026,30.09.2026,30.09.2026,9,14.11.2026,11,9,2026,29,,,#VALUE!,,,,,,Екатеринбург,Не оплачено,"0,00",Uchet_sdelok:111
ЖК Нокса Парк,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"529 606,70",5%,"25 219,37","504 387,33","529 606,70",,,,,,,,"529 606,70",01.09.2026,30.09.2026,30.09.2026,9,14.11.2026,11,9,2026,29,,, ,,,,,,Екатеринбург,Не оплачено,"0,00",Uchet_sdelok:113
ЖК Таллинксий парк (СПБ),ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"1 599 464,23",5%,"76 164,96","1 523 299,27","1 599 464,23",,,,,,,,"1 599 464,23",01.09.2026,30.09.2026,30.09.2026,9,30.10.2026,10,9,2026,29,,, ,,,,,,Санкт-Петербург,Не оплачено,"0,00",Uchet_sdelok:114
ЖК Твоя привилегия,​ ООО АПРИ КОМФОРТ ЕКАТЕРИНБУРГ ,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"897 679,06",5%,"42 746,62","854 932,44","897 679,06",,,,,,,,"897 679,06",01.09.2026,30.09.2026,30.09.2026,9,14.11.2026,11,9,2026,29,,, ,,,,,,Екатеринбург,Не оплачено,"0,00",Uchet_sdelok:115
ЖК Милый дом,"ООО УК ""БАЗА""",,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"373 920,60",5%,"17 805,74","356 114,86","373 920,60",,,,,,,,"373 920,60",01.09.2026,30.09.2026,30.09.2026,9,14.11.2026,11,9,2026,29,,,,,,,,,Екатеринбург,Не оплачено,"0,00",Uchet_sdelok:116
ЖК River Парк,"ООО УК ""БАЗА-ЮГ""",,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"175 000,00",5%,"8 333,33","166 666,67","175 000,00",,,,,,,,"175 000,00",01.09.2026,30.09.2026,30.09.2026,9,14.11.2026,11,9,2026,29,,,,,,,,,Казань,Не оплачено,"0,00",Uchet_sdelok:117
ЖК River Парк,"ООО УК ""БАЗА""",,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"671 360,00",5%,"31 969,52","639 390,48","671 360,00",,,,,,,,"671 360,00",01.09.2026,30.09.2026,30.09.2026,9,14.11.2026,11,9,2026,29,,,,,,,,,Казань,Не оплачено,"0,00",Uchet_sdelok:118
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ДУ),Поступление Клининг (ДУ),"578 745,61",5%,"27 559,31","551 186,30","578 745,61",,,,,,,,"578 745,61",20.07.2026,19.08.2026,19.08.2026,8,18.09.2026,9,8,2026,30,,, ,,,,,,Санкт-Петербург,Не оплачено,"0,00",Uchet_sdelok:126
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ДУ),Поступление Клининг (ДУ),"299 825,59",5%,"14 277,41","285 548,18","299 825,59",,,,,,,,"299 825,59",20.07.2026,19.08.2026,19.08.2026,8,18.09.2026,9,8,2026,30,,, ,,,,,,Санкт-Петербург,Не оплачено,"0,00",Uchet_sdelok:127
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"412 706,09",5%,"19 652,67","393 053,42","412 706,09",,,,,,,,"412 706,09",20.08.2026,19.09.2026,19.09.2026,9,19.10.2026,10,9,2026,30,,, ,,,,,,Санкт-Петербург,Не оплачено,"0,00",Uchet_sdelok:128
ЖК Космонавтов 11,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"1 732 090,24",5%,"82 480,49","1 649 609,75","1 732 090,24",,,,,,,,"1 732 090,24",01.10.2026,31.10.2026,31.10.2026,10,15.12.2026,12,10,2026,30,,,#VALUE!,,,,,,Екатеринбург,Не оплачено,"0,00",Uchet_sdelok:129
ЖК Исеть Парк,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"749 636,00",5%,"35 696,95","713 939,05","749 636,00",,,,,,,,"749 636,00",01.10.2026,31.10.2026,31.10.2026,10,15.12.2026,12,10,2026,30,,,#VALUE!,,,,,,Екатеринбург,Не оплачено,"0,00",Uchet_sdelok:130
ЖК Нокса Парк,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"529 606,70",5%,"25 219,37","504 387,33","529 606,70",,,,,,,,"529 606,70",01.10.2026,31.10.2026,31.10.2026,10,15.12.2026,12,10,2026,30,,, ,,,,,,Екатеринбург,Не оплачено,"0,00",Uchet_sdelok:132
ЖК Таллинксий парк (СПБ),ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"1 599 464,23",5%,"76 164,96","1 523 299,27","1 599 464,23",,,,,,,,"1 599 464,23",01.10.2026,31.10.2026,31.10.2026,10,30.11.2026,11,10,2026,30,,, ,,,,,,Санкт-Петербург,Не оплачено,"0,00",Uchet_sdelok:133
ЖК Твоя привилегия,​ ООО АПРИ КОМФОРТ ЕКАТЕРИНБУРГ ,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"897 679,06",5%,"42 746,62","854 932,44","897 679,06",,,,,,,,"897 679,06",01.10.2026,31.10.2026,31.10.2026,10,15.12.2026,12,10,2026,30,,, ,,,,,,Екатеринбург,Не оплачено,"0,00",Uchet_sdelok:134
ЖК Милый дом,"ООО УК ""БАЗА""",,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"373 920,60",5%,"17 805,74","356 114,86","373 920,60",,,,,,,,"373 920,60",01.10.2026,31.10.2026,31.10.2026,10,15.12.2026,12,10,2026,30,,,,,,,,,Екатеринбург,Не оплачено,"0,00",Uchet_sdelok:135
ЖК River Парк,"ООО УК ""БАЗА-ЮГ""",,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"175 000,00",5%,"8 333,33","166 666,67","175 000,00",,,,,,,,"175 000,00",01.10.2026,31.10.2026,31.10.2026,10,15.12.2026,12,10,2026,30,,,,,,,,,Казань,Не оплачено,"0,00",Uchet_sdelok:136
ЖК River Парк,"ООО УК ""БАЗА""",,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"671 360,00",5%,"31 969,52","639 390,48","671 360,00",,,,,,,,"671 360,00",01.10.2026,31.10.2026,31.10.2026,10,15.12.2026,12,10,2026,30,,,,,,,,,Казань,Не оплачено,"0,00",Uchet_sdelok:137
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"407 255,33",5%,"19 393,11","387 862,22","407 255,33",,,,,,,,"407 255,33",20.08.2026,19.09.2026,19.09.2026,9,19.10.2026,10,9,2026,30,,, ,,,,,,Санкт-Петербург,Не оплачено,"0,00",Uchet_sdelok:145
